ID,Prediction
TEST_1_371,"Buchanan was gay, before, during and after his four years in the White House. Buchanan could not have been gay then, else we would not seem more tolerant now. If we can rid ourselves of the fantasy that we are always getting better, maybe we can create a nation that actually becomes more tolerant, writes writer."
TEST_1_372,"Man in 30s dies at Candlestick Park after falling from elevated walkway. Two More NFL Fans Injured After Falling From Rail At Lucas Oil Stadium in Indianapolis. Both Suffered Similar Injuries at Lucas Oil, One in Wheelchair, Other in Stretcher."
TEST_1_373,"A $75,000-a-year Caves Advertises for a 'Witches' Site Can't Ban Male Witches, So Hag Will Be A 'Hag' The Caves' 'Witch' Must Have Strong Cackling Skills, Can't Be allergic to Cats"
TEST_1_374,"A $2 Photo of Billy the Kid Could fetch $5 million at Auction. The $2 Image Is The Holy Grail of Western Americana, A $5-Million Tintype Is The 'Holy grail of Photography' A $2 Picture of Billy The Kid Could Sell for $5M at Auction"
TEST_1_375,"Alaska Residents Get $1,884 Dividend from State's Oil Wealth Fund. $900-A-Year Payout Is Third Largest Payout Since 1982. Dividends Based on Five-year Average of Alaska Permanent Fund's Investment Earnings."
TEST_1_376,"A Greyhound Bus Strikes A Tractor-Trailer On Interstate 80, Killing A Woman, Injuring Four Other People. The Bus Hit A Flatbed Trailer That Was Hauling Garbage On I-80 In Union County, Pennsylvania. Bus Driver Had 12-year Experience"
TEST_1_377,"London slaying suspect may have been questioned by MI5 last year. Michael Adebolajo detained in Kenya in 2010 on suspicion of joining al-Qaeda-linked group. MI5 says it provided assistance to the man, who was deported from Kenya to Britain."
TEST_1_378,Lakers Lose 108-102 in Boston to Celtics in Game 2 of NBA Finals. Kobe Bryant Scored 13 of 30 in Last 7:40 of Game 2. Lakers Can't Come Back From 24-point Deficit in Final Four-Quarter Comeback.
TEST_1_379,"52 Kids Bussed Out of polygamist Compound in Texas. Girl Says She Was Raped At The Compound. 18 Bussed out by Court Order, Another Suspect Also Seeking Suspect. ""Nothing to do with religion or lifestyle,"" says child welfare spokesman."
TEST_1_380,"Suspected Drug Cartel Leader confesses to 1,500 Killings, BBC reports. More than 3,000 Killings in Juarez, Mexico, in 2010. Juarez is Most Violent City in Mexico, With More Than 3K Killings Last Year."
TEST_1_381,"Facebook's Mark Zuckerberg Plans to Take Two-month Maternity Leave for Daughter's Arrival. Zuckerberg: ""Every day things are getting a little more real for us"" ""We're excited to start this next stage in our lives,"" he writes in Facebook post."
TEST_1_382,"Justin Thomas, 35, Shot Dead by 4-year-old Son in Surprise Visit to Friend's Home. Thomas, a Green Beret, Was a Special Forces Veteran, Also a Vet, Was Also a 2-month-old Pregnant Girlfriend."
TEST_1_383,"Exxon, Chevron Stash $40B in Cash in Stash Stash ""Biggest Challenge"" Is Counting Every Dollar ""Before He goes to Bed"" Exxon CEO: ""Weâ€™ve Had to Make a lot of fairly significant moves very quickly"""
TEST_1_384,"Barbara Pellow Ordered to pay $2 million for Squirrel Fire. Court: Pellow's boyfriend used blowtorch to burn fur off squirrel. Fire ripped through apartment building, damaging 32 units. Pellow liable for $15,400 in damages, court rules."
TEST_1_385,"2,000 Protesters Storm Party HQ in China's Quake-damaged City. Protesters: ""We Can't Get Help Until We Move"" ""Violent"" Protest Turned Violent when Officials Refused to Listen to Complaints About Families' Move to Quake-Damaged Center"
TEST_1_386,"Meryl Streep, Neil Diamond, Yo-Yo Ma, Sonny Rollins, Barbara Cook honored at Kennedy Center. Obama: ""The five have been blessings to all of us"" Obama: Diamond has written songs you can sing no matter how much you've had to drink"
TEST_1_387,"Irish Woman Forced to Have Caesarean After Threatening Hunger Strike Under New Abortion Law. Newborn Baby Delivered at 25 Weeks Under Protection of Life During Pregnancy Act. Critics say law is pointless, because suicidal women will struggle to persuade panel of seven experts."
TEST_1_388,"President Obama Urges G-20 to Take Bold Action to Fix Economy. Obama: U.S. Is Ready to Lead, Urges ""Sense of Urgency"" in 30 Newspapers Around the World. ""America bears its share of responsibility for the mess that we all face,"" Obama says."
TEST_1_389,"Frank Freshwaters, 56-year-old Fugitive Caught in Florida, Caught by US Marshals. Freshwaters is longest capture in history of U.S. Marshals, dating back to 1789. ""I haven't seen him in a long while,"" Freshwaters says after being caught."
TEST_1_390,"Apple Recalls iPhone 5s With Bad Batteries Apple Recalls 5s Bought Between September 2012 and January 2013. Program will run until next March or two years after your purchase date, whichever gives you longer coverage. If your phone is damaged in a way that impedes battery replacement, you have to fix that first."
TEST_1_391,"Urban Outfitters Sells Fake 'Vietnam War' Sweatshirt, $129, Sells for $550 on eBay. Retailer Apologizes for 'Trivializing a loss of life that still hurts the Kent State community' ""We take great offense to a company using our pain for their publicity and profit,"" says Kent State."
TEST_1_392,"Stamp Returns to U.S. After Stolen in Northern Ireland, $50,000 Reward for Stolen Stamps. Stamps Stole in 1955, Returned in New York, But Four More Stamps Still Missing. $50K Reward for ""Inverted Jenny"""
TEST_1_393,"Three Children, One Adult Shot Dead in Toulouse, France. Gunman on a Black Scooter Involved in Two Similar Shootings. Three French Soldiers Killed in Last Week's Attacks. French President Sarkozy Condemned Attack, Security Tightened at Jewish Schools."
TEST_1_394,"A Frenchman Calls His Ex-Girlfriend 21,807 Times Over 10-month Stretch""Stupid"" Man Sentenced to 4 months in Jail, $1,300 Fine for Texting, Calling Ex-girlfriend ""It was stupid"" Ex-Cops: 400-pound Cop Stalked Boys Online as a Teen"
TEST_1_395,"Philadelphia Phillies Beat Milwaukee Brewers 3-1 in Game 1 of National League Game 1. Cole Hamels Strikes Out 9 in 8th Inning, Chase Utley Doubles for 2-run, Third-Inning Double. Phillies Win First Game of First-round Series Since 1993 World Series."
TEST_1_396,"Kwon Ri-sae, 23, Dies after Hours of Emergency Brain Surgery in South Korea. Fellow Band Member Go Eun-bi, 22, Also Dies in Car Accident on Rain-soaked Highway. Police: Van Driver may have been speeding to meet tight schedule."
TEST_1_397,"Paul McCartney to pay $48.7M for Divorce ""Incredible Result"" McCartney and Heather Mills divorced in 2006, blame media for hounding them. Mills, 40, says courts are stacked against people who represent themselves. McCartney, 65, says only ""thank you"" to waiting media."
TEST_1_398,"US Carriers' 4G Networks Aren't 4G, Not 4G ""4G"" 4G Is Just Marketing, Says Gizmodo's Matt Buchanan. No 4G 4G System Available or Deployed at This Stage. 4G is Just Marketing."
TEST_1_399,"President Obama: ""I'm Committed to Protecting a womanâ€™s right to choose"" 36th anniversary of Roe v. Wade marked with protests on the National Mall. Anti-abortion activists mark the anniversary with protests in Washington, D.C."
TEST_1_400,"70-year-old Will Attempt Mount Everest Double-Climbing Feat in One Season. ""It's going to be very tight climbing both sides in the same season,"" says Bill Burke. Most hikers avoid the feat because they're likely to be tired for the second climb."
TEST_1_401,"Cops Pull Michael Turner over for Going 97mph in 65-Zilch Zone. Turner Jailed for DUI, Later Released on $2,179 Bond. Broncos Running Back Racked Up 42-Yard TD, But Only Racked up 42 yards."
TEST_1_402,"Nissan Plans to Bring Self-Driving Cars to Market by 2020. Automaker Will Build Special Course to Test Automated Vehicles in California. Google, Google, Already Testing Self-driving Cars in U.S. States Are Already Preparing Laws for Self- Driving Cars"
TEST_1_403,"German Police: $340,000 in Jackpot Money Stolen in Amateurish Poker Raid. Gang Stole $340K from Poker Tournament in Berlin, Seven People Injured in Raid. Police Have No Hot Leads, But They're Confident They'll Find Some"
TEST_1_404,"53% of Americans Back Deportation for Most Illegal Immigrants, Poll Finds. 31% Say Most Should Stay, 23% Should Let Some Stay, 5% Let Others Stay, Poll Shows. Senators Consider Biometric ID Card for Federal Workers, But Privacy Groups Are Up in Arms."
TEST_1_405,"Ponzi Scammer Bernie Madoff Has $9B Stash in Stash, Friend Frank DiPascali Can't Post $10M Bond. Madoff Sentenced to Life in Prison for Ponzi Scheme, But He's Trying to Make a Deal with Prosecutors"
TEST_1_406,"13-year-old Girl Fled to Uncle's Home After Parents Try to Arrange Marriage in Pakistan. Girl's Mom, Stepfather Try to 'Force' Her into Pakistan Arranged Marriage in U.S. ""Troubling Relationship with Facebook Contact"""
TEST_1_407,"Two of Larry King's Adult Children Die at Age 65 and 51. Larry, 86, Has 3 Surviving Children: Larry Jr., Annette Kaye, Chance and Cannon. Larry: ""I can still work and I can watch my kids grow up. I feel positiveâ€”and hopeful"""
TEST_1_408,"Singapore Airlines: Jet Lost Power in Both Engines, Reversed 2.5 miles in 13,000ft Decline, Returned to 39,000 ft. Jet's Pilots Successfully Resumed Normal Operations in 2nd Engine. No anomalies detected in either engine after plane arrived safely in Shanghai."
TEST_1_409,"Limbaugh and Hannity Could Get the Boot by Year-end. Limbaugh, Hannity Could Move to Clear Channel Stations in 40 Major Markets. Limbaugh and Hannity have No. 1 and No. 2 Shows in America by a landslide. Limbaugh Soured on Cumulus after Limbaugh's ""Slutty"" Comments"
TEST_1_410,"Deer's List Student, 22, Shot to Death in Virginia Tech Police Spent 2 Days Robbing Landlord at Gunpoint. Student Had No ties to Virginia Tech, Did Not Know Officer Who Shot Officer in Traffic Stop. Police: Student Shot Officer Deriek W. Crouse as He sat in his unmarked cruiser in midst of traffic stop."
TEST_1_411,"Airlines pledge to cut carbon emissions by 50% in 2050. Plan likely to trigger race for new, greener technology. Plan will be on agenda at climate change summit in Copenhagen this December. Airline industry was exempted from carbon caps at 1997 Kyoto conference, and today's plans."
TEST_1_412,"A Girl Scout Boycott Boycott Girl Scout Cookies Because Transgender Boy, 7, Joined Last Year. Girl: Girl Scouts Care More about Promoting desires of small handful than safety. Girl Scout Spokeswoman: ""We handle cases involving transgender children on a case-by-case basis"""
TEST_1_413,"$390,000 Home Will Be Given Away to Winner of Best Dessert Recipe. California Realtor Gives Away $390K Home in ""Dessert Contest"" Winner Must Submit $100 to Submit $100 for ""Best Dessert"" to Submit by Sept. 7"
TEST_1_414,"TWA Flight 800 Whistleblowers Say Plane Crash Was Not a Gas Tank Explosion, But An Ordnance Explosion. Conspiracy theorists Say Flight 800 Crash Was More Than A Gas Tank Blast. Flight 800 premieres on 17th anniversary of crash, July 17, on EPIX TV."
TEST_1_415,President Obama's Economic Adviser Earns $5.2M in 2 years as Hedge Fund Consultant. Expert's $5M-A-year 'Contaminated' Work on Wall Street 'Contamination' Raises Questions About Government Economic Reform at taxpayer expense.
TEST_1_416,"Life-threatening brain tumor removed from goldfish in 45-minute operation. 10-year-old fish could live for another 20 years, says Australian vet. Owner paid $200 for $200 surgery to remove goldfish's tumor. Vet: ""Every day I'll do something different like thisâ€”operate on a little frog"""
TEST_1_417,"TePCO offers $5,000-a-day ""Jumpers"" for Radiation- Risks ""Dream Job"" For many, it's ""Not Worth It"" ""My Wife was in tears and stopped me,"" one would-be contract worker says."
TEST_1_418,"Pelosi: Hillary Clinton's Our Shot in 2016, Why Wouldn't She Run? Pelosi on Obamacare: ""It's a very big deal"" Pelosi: Obamacare will create 4 million jobs and reduce deficit. Pelosi on Obama: ""I love Willie, but maybe he hasn't been to any of the public events"""
TEST_1_419,"Hillary Clinton: Florida Election Shows U.S. Democracy 'Not Perfect' But 'Democracy' Still 'Evolving' in Nigeria, Clinton Tells Nigerians. State Dept. Officials Stand by Clinton's Comments, State Department Officials Stand By ""Democracy"""
TEST_1_420,"5th-grader gets written excuse from President Obama for skipping school. ""He was with me,"" Obama writes 5th-Grader Tyler Sullivan. ""I didn't feel like going, not I was hanging with the leader of the free world"" Obama introduced Tyler's dad at Minnesota event."
TEST_1_421,"Detroit May Get RoboCop Statue $80,000 Statue Was a 'Joke' But Fans of RoboCop Are Now Raising $80K for a $100K Statue. ""I honestly never wanted to waste the mayor's time. It was a joke,"" says one fan."
TEST_1_422,"Peregrine CEO Pleads guilty to $100M Fraud, Could Get 24 years in Jail. Fraudster Had Embezzled $100m from 24,000 Customers over 20-year Period. ""Hero"" Now Faces 24-year Jail Sentence."
TEST_1_423,"66 Dead in West Nile Virus Outbreak in U.S. More than 1,600 Dead in Texas, Texas, Over Labor Day Weekend. Texas Officials: Use DEET, dress in long sleeves, stay inside at dusk, drain all standing water, drain standing water."
TEST_1_424,"Oscar Pistorius: ""I Have a Better Chance of qualifying in 2012 because I haven't had the chance to train"" Pistorius' 400-meter time is 46.56, nearly a second higher than the 45.55 needed to qualify for the Olympics."
TEST_1_425,"Anonymous Bids More than $4.6M in Online Auction for Marilyn Monroe's Crypt. Bidding Started at $500,000, Ended at $4,602,100. Bidders: Elsie Poncher, Richard Poncher. Poncher bought crypt from Monroe's ex-husband during 1954 divorce."
TEST_1_426,"Douglas Perlitz jailed for 20 years for sexually abusing Haiti boys. Perlitz was hailed as a hero for getting homeless boys off the streets of Haiti. He was sentenced to nearly 20 years in prison for the abuse. ""He seemed like Jesus Christ himself come to rescue us,"" says one former student."
TEST_1_427,"Dow Jones, S&P 500, Nasdaq All Rise on British Vote to Stay in EU. British Stocks Rise 129, or 0.7%, to 17,804 Stocks in U.S., Europe Rise 0.8% to 4,837"
TEST_1_428,"Pro-Russian Insurgents in Ukraine: 90% of Voters Back ""Sovereignity"" 75% of 3 million Voters Cast Ballots in Pro-Russian Pro-Russia Referendum. No Independent Observers Observed Vote, AP notes."
TEST_1_429,"Brendan Mullen, Owner of L.A. Punk-Rock Club Dies of a Stroke at 60. Mullen: X, Germs, Go-Goâ€™s, Alleycats, X among Those Who 'Been In The Wrong Place At The Right Time'"
TEST_1_430,"Almost 20,000 Apply for 877 Jobs at Hyundai Plant in Alabama. Hiring Partner Spends 13 Hours a Day, 6 Days a Week Screening Applicants. Nearly 2,700 Jobs Available at Toyota Plant in Mississippi, 65,000 Applicants for Volkswagen Jobs."
TEST_1_431,"Egyptian Archeologist: 90% Certain There's a Hidden Chamber in King Tut's Tomb. ""All the evidence points in that direction,"" Nicholas Reeves says. ""It does look from the radar evidence as if the tomb continues, as I have predicted,"" he says."
TEST_1_432,"Dow, Nasdaq, S&P 500, Dow All-Stars Rally on Obama's Proposed Public-works Programs. Automakers, Commodities, Oil All Rallies on Obama Bailout, Oil Futures Rise. Obama's Proposal Looks Good for Detroit, Other Automakers"
TEST_1_433,"Cairo Will Double in Four Decades, $66B for New Capital, $45B for First Stage of Development. New City Will Include 150 square miles of Development in Cairo's Outer Ring, 270 in Inner City. New Capital Will Include Government Center, Universities, Hospitals, International Airport."
TEST_1_434,"90-year-old Islamist Leader Jailed for 90 years for War Crimes in Bangladesh. Ghulam Azam, 90, Was Leader of Jamaat-e-Islami in 1971-2 Bangladesh War. Pakistani Army Raped 200,000 Women, Killed 3 million in 9-month War."
TEST_1_435,"$1B U.S. Embassy Design Is ""Cool, Remote and Far from Subtle"" Critics Harrumph at State Department's $1B Design for London Embassy. Design is ""nominally open to all and yet, in practice, tightly controlled"" Itâ€™s unclear how long the project might take to finish."
TEST_1_436,"L'OrÃ©al Grand Dame Lends $1.5B to 61-year-old Friend in $1B Gifts""Liliane Bettencourt, 86, agrees to psychiatric tests to prove she's mentally competent. ""Artist"" Lended Gifts for Photographer, 61, Is Artist Lends Gifts to L'Or©al."
TEST_1_437,"Milk, the Film on San Francisco's First Gay Supervisor, Could It Swing Prop 8 Vote? Maybe, But Gay-Marriage Ban Vote Redefined ""Milk"" For Now, It's a Look-how-far-we-havenâ€™t-come tale and roadmap for gay-rights battle."
TEST_1_438,"Less than 24 pounds of Terrorists' Remains Stored in U.S. More than 7 Years After 9/11, Officials Still Don't Know What To Do With The Rest of Their Remains. Hijackers' Families Should Be Stomped On, Gov. Paterson Says."
TEST_1_439,"20 Illegal Miners Shot to Death in South African Mine, Zuma Nephew Jacob Zuma's Nephew. Zuma is President's nephew, Nelson Mandela's grandson. Police: ""We have already taken out some of the bodies there. I don't have an exact number"""
TEST_1_440,"Homeland Security: More than 2,000 Released from Jails, 3,000 More Due to Budget Cuts, White House 'Not consulted' White House: We Were Not consulted on Deportation Plans. Immigration Jails cost about $164 per day per person."
TEST_1_441,"The Batavia, a Dutch Ship That Saved More than 120 People in 1629, Was Found in a Mass Grave in Australia. The Batavia's wreck was found in 1963, and a mass grave on the island was uncovered in 1999. It's the first time Europeans lived in Australiaâ€” albeit it wasn't in the mainland but it was here."
TEST_1_442,"146 Triangle Shirtwaist workers died in 1911 fire. Firestorm of controversy followed as investigations revealed company had almost no safety precautions. Workers' rights movement galvanized in wake of fire; Wagner Act passed soon afterward, making unions legal. A century later, fire still drives the worker's rights movement, notes CNNMoney."
TEST_1_443,"$1,000 Gene Sequencing Machine Could Revolutionize Medical Research. New Machine Could Sequence Human Genome in 4 Minutes, Costs $1K-$300K. $300M Genome Sequencing Project Could Change Health Care Forever. $1k Sequencing System Could Save $300K"
TEST_1_444,"The US Has 41 million Spanish-Speakers, 11.6 million Bilingual, Second-Largest Outside of Mexico. Mexico Has 121 million Spanish Speakers, More than Colombia and Spain. The US also leads the world with 7.8 million people studying Spanish."
TEST_1_445,"18-year-old Elected Mayor of Iowa Town Without Spending $1,000 on Campaigning. ""Iâ€™ve been a leader my whole life,"" High Schooler Jeremy Minnier says. ""A lot of people were surprised because Iâ€€™m not the most outspoken person at school"""
TEST_1_446,British Pedophile Sentenced to 3 years in Prison for Pedophilia. Man Sentenced for 3 years for Emailing 8-year-old Girl in Chile. Police say they also found indecent images of children on his computer. Police: Man Exchange Emails with Undercover Officers in Chile on His way to UK.
TEST_1_447,"79-year-old Liquor Store Clerk Shot to Death on Last Shift in Florida. Store Clerk's Last Shift Shaken Up by $300-Stolen Lottery Ticket Stolen in Oct. Robbery ""Shakes up the plaza,"" Police Post says."
TEST_1_448,"Couple's Bodies Found in Desert in 2010, 4 years after Their Bodies Were Found in Bodies in Shallow Graves. Police: ""Cold and callous murder on an entire family"" Police arrest former business partner Charles Chase Merritt, 57."
TEST_1_449,"40,000 Pounds of Beef Stolen from Pennsylvania Meat Plant. Trucker Uses Fake ID to Get $110,000-Worth of Meat for $110K Trucker Never Shows up to Deliver Meat in Milwaukee. Meat Plant Spokesperson: ""It would have been enough to make 160,000 burgers"""
TEST_1_450,"Brian Epstein's $480,000 Management Contract Is Up for Sale in London Next Month. Four-page document was signed by Lennon, Harrison, McCartney, Starr in 1962. Deal was worth $480K, or $480k per page, when signed by Beatles."
